Emailing (geklickt);Emailing (geöffnet);SAP GP Nummer
0;1;16663126
0;1;16663614
1;1;16664256
0;0;16664364
0;1;16664925
0;0;16665684
0;1;16665976
0;1;16666262
0;0;16666557
0;1;16666818
0;1;16666989
0;1;16667071
0;0;16667341
0;0;16667520
0;0;16667728
0;0;16667830
0;0;16668209
0;1;16668648
0;1;16086724
0;0;16086910
0;1;16003698
0;1;18590454
0;1;17127096
0;0;18130631
0;0;18641270
0;0;17197991
0;0;16080366
0;0;18278435
0;1;18282373
0;0;18284371
1;1;18285156
0;1;18289422
0;0;18290787
0;0;18292469
0;1;18293222
0;1;18293469
0;1;18294679
0;0;18362670
0;0;18363627
0;1;16331596
0;0;16331818
0;1;16332004
0;1;17820521
0;0;17820820
0;1;16047255
0;0;16412663
0;0;18664646
0;1;18359725
0;1;18061305
0;1;16414434
0;0;16414839
0;0;16415324
0;0;18431350
1;1;16379237
0;1;16500573
1;1;16502007
0;1;16504061
0;0;18738307
0;0;18738351
0;0;18738504
0;1;16381437
1;1;16510238
0;1;18738998
0;1;16513039
0;1;16516188
0;0;18739214
0;1;16314328
0;0;16315513
1;1;16315895
0;1;16316049
0;0;16316718
0;1;17041404
1;1;17041564
0;1;16317281
0;0;16317801
0;1;17042754
0;1;17043088
0;0;16318287
0;1;16318330
0;1;16318845
0;1;17044726
0;1;17045220
0;1;16320665
0;0;16320835
1;1;16320855
0;1;17045295
0;0;17045928
0;0;16321628
0;1;16322125
0;1;16322127
0;1;17046555
0;0;17046743
0;0;16322631
0;1;16323301
0;0;16323952
1;1;17048433
0;0;16462357
1;1;17111128
1;1;17111455
0;0;17406906
1;1;16462825
0;0;16462852
0;1;16464541
0;0;17407296
0;0;17119074
0;1;17121310
0;1;16464640
0;1;17012614
0;0;18665278
0;1;18577276
0;0;18577294
0;1;18578812
0;1;18579623
0;1;18580213
0;1;18580728
0;0;18582698
0;1;18585451
0;0;18586854
1;1;18112742
1;1;16186380
0;0;16186417
0;1;16186432
0;1;17704940
1;1;17837527
1;1;18117164
0;1;17306966
0;1;17307492
0;1;17307685
0;1;17308508
0;0;16335413
0;0;17307516
0;1;16338593
0;0;16339950
0;1;17316932
0;1;16344023
0;1;16065063
0;1;16068091
0;1;16068660
0;0;16069435
0;1;16070786
0;1;16071812
0;1;16073734
0;1;16074570
0;1;16076038
0;1;16077312
0;1;16077334
0;0;16186460
0;1;16495238
0;0;16496018
0;1;16496841
1;1;17320906
0;1;17335661
0;1;16498179
0;1;16201324
0;0;16503241
0;1;16504011
0;1;16504312
0;0;16000441
0;0;17017690
0;1;18674128
0;1;18828968
0;0;18744944
0;1;18745021
0;1;18249837
0;1;18250086
0;1;18674425
0;0;18674615
0;0;16034701
0;1;16035126
0;0;16035135
0;1;16003812
0;1;17732200
0;0;17113292
0;1;17114057
0;1;17115854
0;1;17117893
1;1;17118187
1;1;17118192
0;0;17735274
0;1;17735457
0;1;17122139
0;1;17739362
0;1;17741355
0;0;17741372
0;1;17741464
0;1;18247770
0;0;18250233
0;1;17593439
0;0;17595352
0;1;18253149
1;1;17602115
0;0;17603330
0;1;18254509
0;1;17836232
0;1;17605990
0;1;17607911
0;1;17608388
0;0;17609128
0;1;17612326
0;1;17612811
0;0;18256763
0;0;17614281
0;1;17614327
0;0;17615667
0;1;17616178
0;0;17616367
0;0;17616685
0;0;17531057
0;1;16703882
0;1;17404310
0;1;17404400
0;0;17531299
0;1;17532403
0;1;17822101
0;1;17822406
0;0;16076897
0;1;17536982
0;0;17822682
0;1;16310200
0;1;16310700
0;0;16519532
0;0;16520585
0;1;16311302
1;1;16311918
0;0;16488988
0;0;16489026
1;1;16520620
0;0;16520769
0;0;16521044
0;1;16521266
0;0;17009698
0;1;16521744
0;1;16521788
0;0;16521993
0;1;16522369
0;0;16522616
0;0;16522859
0;0;16523068
0;1;16312590
0;0;16144243
0;1;16144474
0;1;16124069
0;1;16124500
0;1;16216057
0;1;16216173
0;1;16145947
0;1;18170980
0;1;17543140
0;1;18171904
0;1;18311205
0;0;18012660
1;1;17546203
0;1;17546624
0;1;18356268
0;0;18592004
0;0;18357142
0;1;18593517
0;0;18594453
0;1;18595930
0;0;16669951
0;0;16670243
0;0;16670896
0;1;16673433
0;1;16673492
0;0;16673745
0;1;16674921
0;1;16675545
1;1;16675678
0;0;16675990
0;1;16676177
0;1;16678470
0;1;16679277
0;1;16679421
1;1;16679865
0;1;16680516
0;0;16681129
0;0;16682227
0;1;16682591
0;1;16684750
0;1;16684935
0;0;16685455
0;0;16686124
0;0;16687299
0;0;16687639
1;1;16688819
0;1;16689315
0;1;16689328
1;1;16692960
0;0;16693019
0;1;16693887
0;0;16696206
0;0;16697239
0;0;16012677
0;1;16098706
0;1;16098967
1;1;16099504
0;0;16100446
0;1;16013667
0;1;16103816
0;0;16304541
1;1;16305446
1;1;16305457
0;0;16310628
1;1;16311257
1;1;16423874
0;0;16311353
1;1;16311554
0;1;16312572
0;0;16312727
0;1;16307232
0;1;16425075
0;1;16313000
0;1;16313318
1;1;16313461
0;1;16313713
0;1;16426811
1;1;16314363
0;0;18296800
0;1;18304241
0;1;18308536
0;1;18310671
0;0;18429496
0;0;17203493
0;1;17207834
1;1;17211965
0;1;17214896
0;0;16163389
0;1;16163427
0;1;16086304
0;0;18432963
0;1;16164496
1;1;18061586
0;1;18061819
0;1;18062752
0;0;16416147
0;0;16416160
0;1;16048823
0;1;16048834
0;0;16417349
0;0;16417446
0;1;18691508
1;1;16050790
0;0;16418113
0;1;16418240
0;0;16418482
0;0;18739951
0;1;18740080
0;1;18740321
0;1;18658810
0;1;18660593
0;1;16519168
0;1;18434041
0;0;18435688
0;1;18740905
0;0;16389760
1;1;16391227
0;1;16391869
1;1;18439544
0;1;18443761
0;0;18664758
0;1;18523915
0;1;16332101
0;0;16332795
0;1;18190005
0;1;18526195
0;0;18527135
0;1;17821974
0;0;16324910
0;1;16325208
0;1;16325242
0;1;17049700
0;1;16325631
1;1;16325784
0;0;16326286
0;1;16326516
0;0;16327673
0;1;16327689
0;1;16327767
0;1;16328149
0;0;17052922
0;0;16328626
0;0;16328729
0;1;16328765
0;1;16329513
1;1;17056518
0;0;16330898
1;1;16331022
0;1;17058393
1;1;16331934
1;1;17059652
0;0;17059962
0;1;16332022
0;1;16332311
0;0;16332470
0;0;18586590
0;1;18691903
0;1;18589364
0;1;18589971
0;1;16346840
0;0;16347915
0;1;16348296
0;1;16348563
0;0;17334008
0;1;17336052
0;1;18312687
0;0;18587731
0;0;18588177
0;0;18589023
0;1;18590848
0;1;16515129
0;0;16003586
0;1;16078826
0;0;16078828
0;1;16080409
0;0;16515395
0;0;16515674
0;0;16519550
0;1;16520549
0;1;16520628
0;1;16521879
0;0;16085344
0;0;16005354
0;0;16085811
0;1;17349144
0;0;17349781
0;0;16086950
1;1;16007476
0;1;16007808
1;1;17359741
0;1;16090697
0;1;16090961
0;1;16091032
0;0;16091691
0;1;16091984
0;1;16093769
0;1;18746796
0;0;16201245
0;0;16201255
0;0;17029439
0;0;17706111
0;0;17311297
0;1;17312017
0;1;18676508
0;1;16201361
0;1;17706583
0;0;17313421
0;1;14650737
0;0;14650908
1;1;14652027
0;0;15353560
0;1;15491240
0;0;15491859
0;0;15495820
0;1;15497841
0;0;15497902
0;1;15499645
0;1;15507060
0;1;15507598
0;0;15516293
1;1;15517490
0;1;18257289
0;0;17836809
0;1;18259694
0;1;18260858
1;1;18261345
0;0;18261903
0;0;18264015
0;0;17837789
0;0;16465857
0;0;16466690
0;0;16016646
1;1;17014048
0;1;17014192
0;1;17015798
1;1;17408136
0;1;17130199
0;0;16467664
0;0;16467825
0;1;16468175
0;0;17420905
0;0;16017583
0;1;17167714
0;1;17167719
0;1;17016250
0;0;17016489
0;1;17423138
0;1;16036550
0;0;16036929
0;1;16038049
0;0;14651509
0;1;17616961
1;1;17618801
0;1;17618835
0;1;17618869
0;0;17621575
0;0;17632870
0;1;17632923
0;0;17633406
0;0;17635900
0;0;17637135
0;0;17637161
0;1;17641249
0;0;17643100
0;1;18212537
0;0;17172159
0;1;17172549
0;0;17741508
0;1;17174053
0;0;17774677
0;1;17184177
0;1;17186420
0;0;17193176
1;1;17194662
0;1;17194801
0;1;16131404
0;0;16131532
0;1;16037548
0;0;16217053
0;1;16146663
0;1;16146756
0;1;16148599
0;1;16148677
0;0;16148754
0;1;16133567
0;1;16133667
1;1;16133698
1;1;16133959
0;0;16149200
0;1;16149257
0;1;16149368
1;1;16150603
0;0;16155060
0;1;16134266
0;0;16040623
0;1;16218168
0;0;16218204
0;0;17539379
0;0;16708232
0;1;17540313
0;1;17541252
0;1;17822994
0;1;16710078
0;1;17823164
0;1;17544181
0;0;17544661
0;0;17405246
0;1;17405361
0;0;16714975
1;1;16715411
0;1;17545309
0;1;17546069
0;0;17823173
0;1;17823232
0;0;18173094
0;1;18313882
0;1;18174085
0;0;18015553
0;0;18016000
1;1;18175416
0;0;18016968
0;0;18597433
0;0;18598651
0;1;18366368
0;1;18367280
1;1;16015904
0;1;16106504
1;1;16106861
0;0;16107742
0;0;17011578
0;0;17011781
0;0;16523775
0;1;16312906
0;1;16491564
1;1;16491648
0;0;16314037
0;1;16314318
0;0;16525927
0;1;16526202
0;0;17014054
0;0;17015089
0;0;16315949
0;1;16316043
0;1;16528006
0;0;16529081
0;1;16702571
0;1;16702841
0;0;16703180
0;1;16704297
0;0;16704312
0;1;16704564
1;1;16704577
0;1;16707421
0;0;16709084
1;1;16713410
0;0;16715295
0;0;16718466
0;1;16719625
0;0;16719755
0;0;16720275
0;1;16727036
0;0;16731828
0;1;16732492
0;0;18312376
0;1;18317099
0;0;18317235
0;1;18317978
0;1;18322029
0;0;18324644
0;1;16314379
0;1;16314691
0;0;16426824
0;1;16427212
0;1;16427783
0;1;16314871
0;1;16315156
0;1;16315504
0;0;16202065
0;0;16309598
0;1;16309643
0;1;16309789
0;0;16310285
0;1;16428671
0;1;16429621
0;0;16316021
0;0;16432086
0;1;16432443
1;1;16316976
0;1;16310547
0;0;16310560
1;1;16432813
0;0;16433188
0;1;16434250
0;0;16165921
0;0;16166864
0;1;16170099
0;0;18145614
0;1;16087147
0;0;16087450
0;1;16088862
0;0;17229531
0;0;17230677
0;0;16173464
0;1;16051188
0;1;16418960
0;1;16419672
0;0;16419691
0;1;18692432
1;1;16052752
0;1;18065119
0;1;18065137
0;1;16054254
0;0;16423184
0;1;16423301
0;1;18694110
0;0;16424966
1;1;16425197
0;1;16425323
0;1;18591841
0;0;18710693
0;1;17822099
0;1;18369277
1;1;17822364
0;1;18369686
0;1;16015654
0;0;18595791
0;1;18574519
1;1;18575382
0;1;18371869
0;1;18529198
0;0;18576285
0;1;18576427
0;0;18596907
1;1;18596910
0;0;16332760
0;0;16333058
0;1;16333693
0;1;17061658
1;1;16333786
0;1;16335905
1;1;16337220
1;1;17065675
0;1;16338094
1;1;16338235
0;1;16338252
0;1;16338591
0;1;18136810
0;1;17068680
1;1;16339327
0;1;17070001
0;1;16340430
0;0;16341125
0;1;16341871
0;1;18137802
0;0;16342138
0;0;16342276
0;0;18742522
0;0;18742647
0;1;18743777
0;0;18744430
0;1;18269086
1;1;18269873
0;1;17839000
1;1;18263161
0;1;18316863
0;0;17355949
0;0;17363043
0;0;17400160
0;0;17400407
1;1;17400926
0;1;17401083
0;1;18326702
0;0;18327248
0;0;17401141
0;1;16095857
0;0;16096507
0;1;16098495
0;1;16101767
1;1;16102893
0;1;16103996
0;0;16104297
0;0;16104305
0;1;16104483
0;0;16105127
0;0;16107797
0;0;16108349
1;1;18677371
0;1;18748650
0;1;15493410
0;1;16008565
0;1;15500517
1;1;16041701
0;1;16135707
0;1;16156281
0;1;16219293
0;1;16219656
0;1;16138093
0;1;16139802
1;1;16158429
0;1;16158805
0;1;16158860
0;1;16141686
0;1;16142403
0;1;16142634
0;1;16220304
0;0;16008685
0;0;17360660
0;0;17364033
0;1;18599073
0;0;16526362
0;1;18600607
0;1;18600911
1;1;17401553
0;0;16532167
0;0;17401965
0;0;16533808
0;0;16533812
0;0;16534615
0;1;16534778
0;1;16536036
0;1;17404350
0;0;17404549
0;0;18606511
0;1;15519478
0;1;15526295
0;1;15526486
0;1;15528075
0;1;15544012
0;1;15558321
0;1;15562728
0;1;15563502
1;1;15563765
0;0;15566029
0;1;16000451
0;0;16000671
0;0;16002720
1;1;17645199
0;1;17646224
0;1;17647393
0;1;17648921
0;0;17649779
0;1;17651329
0;0;17651767
0;0;17653268
0;1;17654348
0;1;17654383
0;1;17655382
1;1;17655690
0;1;17656576
0;0;17656604
0;1;17657034
0;0;17657394
0;0;17660980
0;1;17661786
0;1;17666052
0;1;17667235
0;0;17690093
0;1;17690635
0;0;16469110
0;1;16469288
0;1;16469456
0;0;16019735
0;0;17017257
1;1;17425363
0;0;17425423
1;1;17427228
0;1;17017462
0;0;17017856
0;1;17018448
0;1;16470174
0;0;16471245
0;0;17428022
0;0;17184396
0;1;16471814
0;1;17429632
0;0;17019845
0;0;17185891
0;0;18368407
0;1;18368823
1;1;18369418
0;0;18371240
0;0;18372217
0;1;18602954
1;1;18603151
0;1;18605142
0;0;18374351
0;0;17204679
1;1;17206135
0;1;17208094
0;1;17208385
1;1;18213840
0;1;17208505
1;1;17209424
0;0;17209473
0;1;17210795
0;1;16112586
0;0;16113492
0;1;16019491
0;0;16114460
0;0;16022027
0;0;17405555
0;1;16717100
0;1;16718878
0;0;16719494
0;1;17824041
0;1;16721072
0;1;16722327
0;0;16723726
0;0;17551335
0;1;17406010
0;1;17406017
0;0;18122539
0;0;16202310
0;0;17709038
1;1;17315646
0;1;17315834
0;1;18124392
0;0;17317413
0;1;17839187
0;0;16734769
0;1;16735936
0;0;16737831
0;1;16741556
0;0;16742507
0;0;17002498
0;0;17003960
0;0;17006485
0;1;17006896
0;1;17007551
0;0;17008529
0;1;17008988
0;0;17009298
0;0;17009578
0;0;17010258
0;1;17013478
0;1;17013964
0;0;17014882
0;0;17014922
0;1;17015240
0;0;17015966
0;1;18334824
0;0;18335138
0;1;18337359
0;1;18337487
0;1;18344830
0;1;18344950
0;0;16094233
0;1;17234166
0;1;17236941
0;0;17240026
0;1;17242924
0;1;17016430
0;0;16529126
0;1;16529526
0;0;16529722
0;1;16096213
1;1;17016829
0;1;16530625
0;0;17253101
1;1;17253512
0;1;17256082
0;0;16531702
0;1;16492828
0;1;18648201
0;1;17019038
1;1;16535153
0;1;16317144
0;1;16317391
0;1;16318024
0;1;16493069
0;1;16493162
0;0;17020002
0;1;16318566
0;0;16318619
0;0;16493397
0;1;17020681
0;1;16535808
0;1;16536890
0;0;16434652
0;0;16435519
0;0;16435649
0;1;16435867
0;1;16318280
0;1;16318315
0;0;16202515
0;1;16436963
0;1;16437298
1;1;16312739
0;1;16312750
0;0;16312851
0;1;16313195
0;0;16313359
0;1;16318827
1;1;16318855
1;1;16319824
0;0;16320287
0;0;16439251
0;1;16439302
0;1;16439556
0;0;16439583
0;1;16439683
0;1;16439833
0;1;16321378
0;0;16321609
0;0;18018359
0;0;17551033
0;0;17551859
0;0;18178009
1;1;18178144
0;1;18019230
0;1;18020046
0;1;17554428
0;1;17554805
0;0;17555033
0;1;16234932
0;1;16425531
0;1;16425919
0;0;16426203
0;1;16057307
0;1;16057319
0;1;16427352
0;1;18367081
0;0;18367575
0;1;18066649
0;1;18597358
0;0;18601841
1;1;18582872
0;1;18602469
0;0;18670030
0;1;18745616
1;1;18464152
0;0;18745892
0;0;18745902
0;1;18746159
0;0;18467475
1;1;16342398
0;1;18138968
0;1;16343507
1;1;16344082
0;1;17070464
0;1;17071449
0;0;17072865
0;0;17073549
0;1;17073637
0;1;17074475
0;1;17077408
0;1;17079708
0;1;18433342
1;1;18440180
0;1;18194934
0;1;18194960
0;0;18373552
1;1;18374836
0;0;17823050
0;1;18197732
0;1;18531477
0;0;18376838
0;1;17823359
0;1;18199355
0;0;18276297
0;0;17840369
0;1;18329901
0;1;16352073
0;1;17402711
0;0;18018038
0;1;18334794
0;1;18337921
0;1;16111474
1;1;17403885
0;1;17403903
0;0;17404263
0;0;16113156
0;1;16113275
0;0;18338925
0;0;18339002
0;0;16114816
0;0;17405113
0;0;17405165
0;1;16117838
0;0;16117881
1;1;16117999
1;1;16118129
0;0;16118182
0;0;16118441
0;1;16118843
1;1;16119457
1;1;16119472
1;1;16120191
0;0;16120862
0;1;16123557
0;0;16123655
0;1;16123732
0;1;16125054
0;1;16126431
0;1;15500808
0;0;15501051
0;1;15502222
0;0;15506278
0;1;16043195
1;1;15509295
0;0;15515128
0;1;16043749
1;1;18679226
0;1;16010470
0;0;16010604
0;0;15519048
0;1;15524967
0;0;18837703
0;0;18680592
0;0;16538262
0;0;16016540
0;1;17405123
0;0;16207932
0;0;16208195
0;1;16541834
0;1;16545146
0;1;16018119
0;0;17406551
0;0;17406645
0;1;17407280
0;1;16213668
0;0;16043561
0;1;16019511
0;1;16142982
0;0;16143082
1;1;16143089
0;1;16144106
0;0;16159658
0;1;17407802
0;0;17407887
0;1;16160498
0;0;16144419
0;1;16144832
0;1;16162019
0;0;16162227
1;1;16162784
0;0;16147931
0;1;16045291
0;1;16045418
0;1;16164962
0;1;16165009
0;0;16165288
1;1;16116773
0;1;16116805
0;1;16119469
0;1;16120918
0;1;16030771
0;1;16123885
0;0;16128247
0;0;18610294
0;0;18612540
0;0;18615431
0;1;18616145
0;1;18617035
0;1;18617893
0;1;18618250
0;0;18618406
0;0;16004629
0;1;16005834
0;0;16007375
0;0;16008843
0;0;16010816
0;1;17433586
1;1;16473282
0;0;17192024
0;1;17435544
0;1;18606226
0;1;16474354
0;1;16474553
1;1;17021644
0;0;17192651
0;0;17193042
0;1;17193554
0;0;17436792
0;0;16475982
0;1;16476599
0;1;16476621
0;1;17022936
0;0;18310518
0;0;16478691
0;1;18608082
0;1;18612708
1;1;18379742
0;0;18383206
0;0;17212666
0;1;17215094
0;0;17215428
0;1;17218847
0;1;17220353
0;0;17222052
0;0;17223168
0;1;17223360
0;0;17228473
0;1;17692120
0;0;17692237
0;1;17693225
0;1;17693429
0;1;17229651
0;0;17229689
0;0;17693706
1;1;17230358
0;0;17694323
0;1;17234144
0;0;17234885
1;1;17694919
0;1;17695854
0;0;17696027
1;1;17697380
0;0;17698299
0;1;17699434
0;1;17700647
0;0;17702957
0;0;17704093
0;0;17705054
0;1;17705274
0;0;16314108
1;1;16314898
0;0;16315052
0;0;16440654
0;0;16440706
0;1;16440872
0;1;16441390
1;1;16315285
0;0;16317244
0;0;16203244
0;0;16322770
0;0;16322914
0;1;16443183
0;1;16443901
0;0;16317472
0;0;16318106
0;1;17824248
1;1;17824318
0;0;17406082
1;1;17406098
0;0;17406112
0;1;17406119
0;0;17559647
0;1;17824717
0;0;17559773
0;0;17559810
0;1;18346434
0;0;18346623
0;1;18351648
0;1;18352194
0;1;18352197
0;1;18352481
0;1;18353798
0;0;18355556
0;0;18355751
0;0;18357273
0;0;18358311
0;0;16174396
0;1;16174662
1;1;16175680
0;0;16176187
0;1;16178092
0;0;16178098
0;1;16178638
0;1;16180435
0;0;16180839
0;0;16181768
1;1;16182523
1;1;16182699
0;0;16183894
0;1;18649285
0;1;16102966
0;0;16185117
0;1;16185611
0;0;16185853
1;1;17017298
0;1;17018101
0;0;17018460
0;1;17018904
0;0;17018910
0;1;17020536
0;0;17023291
1;1;17023416
0;1;17023858
0;1;17025740
0;0;17030140
0;0;17030184
0;1;17030877
0;0;17032752
0;0;17035354
0;0;17035364
0;0;17037436
1;1;17037710
0;0;17039258
0;1;17039470
1;1;17039638
0;1;18127628
0;0;16202655
0;1;18128119
0;0;17712493
0;1;17713708
0;1;18128831
0;1;18129405
0;0;17715104
0;0;17322903
0;0;16537767
0;0;16318877
0;1;16319236
0;1;16494035
0;0;16494323
0;1;16494343
0;1;16494465
0;1;17023560
0;1;17023942
0;1;16320591
0;1;16495512
1;1;16496130
1;1;17024363
0;1;17025041
0;0;17025129
0;1;17025169
0;1;16321509
0;0;16538783
0;1;16497290
0;0;17026661
0;1;16539266
0;1;16498159
0;1;16498393
0;1;17027826
1;1;17027949
0;1;17028293
0;1;16540862
0;1;16541098
0;0;18021043
0;1;16235434
0;1;17556667
0;1;18322228
0;0;18183014
1;1;18183878
0;1;16235543
0;0;17560720
0;0;18602756
0;0;18583662
0;0;18555375
0;0;18068763
0;0;18068924
0;0;18585657
0;0;18555563
0;1;16429435
0;0;16430461
0;0;18556438
0;1;16059790
0;1;18605989
0;1;18606622
0;1;16434973
0;1;16435072
0;1;18557715
0;1;18069264
0;0;18069303
1;1;16438523
0;0;16438812
0;1;18672813
0;0;18673400
0;1;18480301
0;1;16393276
0;1;18442510
1;1;18142247
1;1;18143103
0;1;18446266
0;1;18289811
0;1;18290069
0;1;17042243
0;0;18751571
0;0;18838248
0;0;17358123
0;0;18751928
0;1;17360049
0;0;15530422
0;0;15532208
0;0;15533115
0;0;15537020
0;0;16046546
0;1;15540936
0;1;15541674
1;1;16012316
0;0;16127617
0;0;16128165
0;0;16129289
0;1;16129346
0;1;16129656
0;1;16130557
0;0;16131290
0;0;16131415
0;1;16134058
0;1;16134823
1;1;16135428
0;1;16135594
1;1;16135783
0;1;16136132
0;1;16136566
0;1;16136724
0;0;16137470
1;1;16137581
1;1;16138223
0;0;16140378
0;0;16141566
0;1;16142259
1;1;16142533
0;0;16142772
0;0;16144881
0;1;16145300
0;1;16145417
0;0;17823473
0;1;18533494
0;1;16334185
0;1;16334544
0;0;16335278
0;1;18378948
0;1;18379700
0;0;17823786
1;1;16336135
0;1;16355354
0;1;14651354
0;1;14877526
0;1;18035806
0;1;16034253
0;0;16130321
1;1;15499757
0;0;15507189
0;0;17405804
0;1;17405872
0;0;17406175
0;0;16136023
0;1;16136546
0;1;16136865
0;1;16143554
1;1;16144324
0;1;16043868
1;1;16148539
1;1;16148808
0;0;16165631
0;1;16165637
1;1;16222660
0;0;16148997
0;0;16149234
0;1;16149428
0;0;16149490
0;0;16167060
0;0;16167365
0;0;16167752
0;1;16046248
0;0;16222832
0;1;16149802
0;0;16149828
0;1;16223273
0;1;16223291
0;0;16150084
0;1;16150213
0;1;16150261
0;0;16150399
0;1;16150499
0;0;16150535
0;1;16223455
0;1;17408148
0;0;16019587
0;0;16545909
0;0;17428368
0;1;16551102
0;0;16552675
0;1;17445372
1;1;16027037
0;0;16554954
0;0;17457553
1;1;17457887
0;0;17460001
1;1;18614733
0;0;18385287
0;1;16014161
0;1;18616191
0;0;16014436
0;0;18387317
0;1;16015269
0;1;16015553
0;1;16015563
0;1;18404337
0;1;18407986
0;1;18616935
1;1;18617010
0;0;17236657
0;1;16444448
0;1;16444456
0;1;16323667
0;0;17239026
0;0;17239110
0;1;16324121
0;1;16203850
0;1;17242841
0;1;16444770
0;1;16444992
0;0;17245420
0;0;16325232
0;1;17246985
1;1;16325531
0;0;18215100
0;0;16326353
1;1;16319693
0;1;16326521
0;1;17249854
1;1;18624410
0;0;16327033
0;1;17252145
0;0;18624965
0;0;17253217
0;1;16328011
0;0;16320831
0;1;17257113
0;0;16328474
0;0;17798303
0;1;16328931
0;0;16328935
0;0;18633409
0;1;16446702
0;1;17258364
0;1;16446925
0;0;18634726
0;1;17024818
0;1;17024902
0;0;16022102
0;0;17196367
1;1;16022690
0;0;17024969
0;1;17024975
0;1;17025738
0;1;17442418
1;1;17442960
0;1;17444363
0;0;17202256
0;1;16479113
0;0;17446315
0;1;17446623
0;0;17447070
0;0;17447532
1;1;17205656
0;1;17711255
0;0;17712327
0;1;17713728
0;1;17714549
0;1;17718318
0;1;17719969
0;1;17721736
0;1;17723198
0;1;17723966
0;1;17724957
0;1;17725155
0;1;17726338
0;0;17727205
0;1;17727457
0;1;17727690
0;1;18364126
0;0;18365805
0;1;18371782
0;1;18372672
1;1;18372695
0;1;18373528
0;0;18373778
0;0;18374555
1;1;18375181
0;1;18376574
0;0;17040464
0;0;17040979
1;1;17042722
1;1;17045744
1;1;17046827
0;0;17047037
0;0;17047267
1;1;17047697
0;1;17047841
0;1;17047848
0;1;17047988
0;1;17048116
0;0;17048144
0;0;17048340
0;0;17049671
0;0;17050985
0;0;17051262
0;1;17052861
0;1;17053327
0;0;17055369
0;0;17056255
0;1;17057028
0;0;17057093
0;0;17057830
0;0;17060454
0;1;17062794
0;1;17064097
0;0;17066584
0;0;16201015
0;0;16201280
0;1;18444186
0;1;18650315
0;0;16204493
0;0;18650940
0;1;18650994
0;1;17407093
0;1;17581537
0;0;16735965
0;0;17825313
1;1;17582949
0;1;17825522
0;0;17407190
0;1;17407225
0;0;17407242
0;1;17584750
0;1;17825636
1;1;17407340
0;1;17407410
0;0;16738503
0;0;16322640
0;0;16323330
0;0;16323553
0;1;16499418
0;0;17028584
0;0;17028776
0;1;17029227
0;1;17029762
0;1;17029778
0;1;16541796
0;1;16541930
0;0;16542050
0;0;16542287
1;1;16542546
0;0;16324306
0;1;16324454
0;1;16324728
0;1;16325079
0;0;16500160
0;1;17031531
0;0;16325166
0;1;16325794
0;1;16326222
0;1;16542870
0;0;16543306
0;1;16500979
0;1;16502217
0;0;17031894
0;0;16326907
0;1;16544258
0;0;16544876
0;1;16545321
0;0;16545611
0;0;16328094
0;1;16328435
0;1;17032996
0;1;17033531
0;0;16503495
0;0;16504165
0;1;17715193
0;0;17715684
0;0;17323031
0;1;17323141
0;0;18131373
0;0;17326905
0;1;17327663
0;1;17327691
0;0;17717681
0;0;18133195
1;1;18324102
0;1;16000472
0;0;18326606
0;0;17562779
0;1;17563284
0;1;16236183
0;1;18189085
0;0;18558470
0;0;18558984
1;1;16063371
0;0;16063546
0;0;18559212
0;0;16441383
0;0;16441452
0;1;16441752
0;0;16441895
0;1;16441991
0;1;16442434
0;1;18559953
0;0;16444172
0;1;16444350
0;1;16065150
0;1;16065214
0;0;18560259
0;1;18560627
0;0;16444636
0;0;16444719
0;1;16066295
0;1;16066331
0;0;16066344
0;0;16445393
0;0;16446003
0;1;16446008
0;1;16396618
0;1;16522099
1;1;16523037
0;1;18675272
0;0;18675298
0;1;18750499
0;1;18500927
1;1;18501095
0;1;18502195
0;1;16525905
0;0;18502999
0;0;18450570
0;0;18451040
0;1;18150153
0;1;18151509
0;1;18152247
0;0;18152996
0;1;18153415
0;1;18154854
0;0;18155001
0;0;18588907
0;1;18589472
0;1;18590393
0;0;18614433
0;0;18590924
0;0;18591439
0;1;18592715
0;1;18593392
0;0;18616118
0;1;18594408
0;1;15553656
0;1;15559176
0;0;15561650
0;1;17046440
0;1;18685287
0;1;16155252
0;1;16155275
0;1;16155454
0;0;16223885
0;1;16223906
0;0;16223997
0;1;16155738
0;0;16156183
0;0;16156327
0;0;16224375
0;1;16224486
0;1;16169636
0;1;16157585
0;0;16224650
1;1;16224748
0;0;16159593
0;0;16159713
0;1;16225087
0;0;16171188
0;1;16171414
0;1;16171893
0;0;16160540
0;1;16225256
1;1;18291454
0;0;18292112
0;1;18292369
0;1;18293160
0;0;18293540
0;0;18294690
0;0;18001638
1;1;18298689
0;1;18299915
0;1;16149330
0;1;16149494
0;0;16150094
0;0;16155533
0;1;16156316
1;1;16157123
0;0;16158811
0;0;16159409
0;0;16160324
0;1;16160326
0;0;16160372
0;1;16160541
0;0;16160807
0;1;16162066
0;1;16162769
0;0;16162839
0;0;16163337
1;1;16163704
0;0;16164186
0;0;16164429
0;0;16166252
0;1;16167124
0;0;16167743
0;0;16168073
0;1;16168394
0;1;16168415
0;1;16169263
0;1;16170079
0;0;16170672
0;1;16171089
0;1;16171106
0;1;16172058
0;0;16172088
0;1;16144429
0;1;16146154
0;0;16045143
1;1;16147024
0;1;16049471
0;1;16049954
0;0;16150718
0;0;17407000
0;0;17407481
0;0;16358604
0;0;18040783
0;0;17408126
0;0;18356680
